id,activity,sector,use
1258259,Cattle,Agriculture,to buy a calf to raise and sell at a good price.
1200585,Tailoring,Services,"to buy good, high-quality fabrics."
1309803,Tailoring,Services, to buy stitching material such as spools of threads in different colors and packs of zippers and buttons etc
708219,Agriculture,Agriculture,"to buy a cow, feed, fertilizers, compost, and seeds."
1150825,Fishing,Food,to buy fishing net and for additional capital to buy and sell vegetables.
1313884,Livestock,Agriculture,to buy feeds and other supplies to raise her livestock
855861,General Store,Retail,"to buy items to sell in her general store like canned goods, beverages, home care products and groceries"
1221644,Spare Parts,Retail,to buy more vehicle spare parts for selling.
1242386,Home Energy,Personal Use,to buy an eco friendly stove.
1107757,Fishing,Food,to buy a new engine for her fishing boat.
680841,Higher education costs,Education,to pay for textbooks
815161,Grocery Store,Food,"to invest in products such as rice, beans, sugar, milk, bread, eggs, cheese, detergent, soap, fruit, matches, oil, etc."
1242501,Animal Sales,Agriculture,to buy sheep to resell later.
848685,Poultry,Agriculture,to buy food for her chickens and adapt her chicken pen.
686932,General Store,Retail,to buy items for her general store
834141,Farming,Agriculture,To pay for farming inputs to increase maize crops yields
729573,Fruits & Vegetables,Food,to buy additional newly harvested mango to resell
1043258,Cloth & Dressmaking Supplies,Retail,"to buy lining, fabric, thread, needles and other sewing materials to resell."
1061620,Fish Selling,Food,to buy more dried fish to sell.
686054,Farming,Agriculture,"to pay for seeds, fertilizer, and supplies for renovation of the greenhouse (polyethylene cover, rods)."
664076,Retail,Retail,"to buy hats, back-packs and sweaters."
1218525,Fruits & Vegetables,Food,to buy additional vegetables for her vegetable-vending business.
1245662,Agriculture,Agriculture,to purchase insecticide for her cashew farm.
921335,Cereals,Food,to buy bags of cereals to resell.
1072433,Motorcycle Transport,Transportation,to repair his motorcycle.
817626,Agriculture,Agriculture,"to purchase a solar light, as well as hybrid seeds and fertilizer to improve harvests of maize.							"
826845,Sewing,Services,To buy a sewing machine and stitching material for her stitching work
913894,Weaving,Arts,To buy silk and pay for fees related to loom preparation
1171767,Farming,Agriculture,to purchase natural fertilizer.
661841,Home Energy,Personal Use,to purchase a lighting system.
998149,Primary/secondary school costs,Education,to pay her children’s education fees.
1044679,Motorcycle Transport,Transportation,to purchase spare parts for motor maintenance.
1112184,Beauty Salon,Services,"to buy bowls, a dryer, a hand-held dryer, mirrors, rollers, towels and clippers for his beauty salon."
677025,Cobbler,Services,to purchase leather and a sewing machine.
903277,Dairy,Agriculture,to purchase a dairy cow so as to increase the number of litres of milk supplied to clients daily.
857106,Food,Food,"to buy more seafood like shells, seaweed, etc. to sell"
933812,Home Energy,Personal Use,to pay for a solar home system.
1237483,Farming,Agriculture,to buy fertilizers and other farm supplies
842942,Farming,Agriculture,to pay for forage to feed her livestock.
1223848,Shoe Sales,Retail,To buy 10 pairs of men's shoes and 20 pairs of women's shoes.
853459,Farming,Agriculture,to buy a generator.
1008441,Farm Supplies,Agriculture,to buy agricultural supplies and to pay the cost of preparing the land where she will plant corn.
656492,Retail,Retail,to buy another motorcycle to resell
1095436,Tailoring,Services,to purchase African print materials and beauty products.
1242850,Tailoring,Services,"to procure cloth and raw materials, such as threads, buttons and lace."
999867,Clothing Sales,Clothing,to buy undergarments to sell.
892034,Dairy,Agriculture,To buy feed for her dairy cows so as to get more milk to sell.
683429,Higher education costs,Education,to pay for her daughter's university degree.
1058765,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.
1037130,Fruits & Vegetables,Food,to purchase fruit and vegetables to sell to her customers.
835686,Agriculture,Agriculture,to buy seeds and agricultural supplies. 
683384,Higher education costs,Education,to pay a semester of tuition. 
996652,Farming,Agriculture,to purchase hybrid seeds and fertilizer for the cultivation of maize
675636,Shoe Sales,Retail,to purchase shoes.
687187,Food Market,Food,"to purchase more palm oil, vita, pepper, and salt for her business."
970541,Food Production/Sales,Food,"to buy 50 bowls of beans, 20 bowls of cassava flour, and 4 bowls of chilies."
1315553,Farming,Agriculture,to buy boots and fungicide.
1227755,Grocery Store,Food,"to purchase grocery product such as candies, sweets, bread and juices."
672883,Agriculture,Agriculture,to pay for two oxen and forage for the livestock
745140,Farming,Agriculture,To buy fertilizers for his banana plants.
660650,Clothing Sales,Clothing,to buy clothing to sell. 
932516,Taxi,Transportation,to pay for the maintenance of his vehicle.
1330113,Cattle,Agriculture,to purchase baby cattle to raise and sell in the future.
915631,Farming,Agriculture,To buy fertilizer and pay for labor fees to support her farming business.
1083655,Construction,Construction,buy supplies to build ready-made furniture.
1218991,Pigs,Agriculture,to raise more pigs.
974844,Food,Food,"to purchase quantities of meat, bread, frozen products, sausages, soft drinks, vegetables, fruit, and potatoes."
931710,Fruits & Vegetables,Food,to buy vegetables and fruits for resale.
821240,Grocery Store,Food,"to increase her inventory of basic grains, juices, sodas and other products that she has included in her business to improve her quality of life and her income."
916004,Agriculture,Agriculture,to buy more land and seed to support his cassava farm.
1313128,Clothing Sales,Clothing,to buy more stock of clothes.
863383,Livestock,Agriculture,to purchase 10 sheep for fattening up and resale.
1138059,Clothing Sales,Clothing,to buy new goods and improve his stall
755062,Beverages,Food,to purchase a new freezer. 
991507,Wedding Expenses,Personal Use,to buy furniture and jewelry for her daughter
702537,Phone Use Sales,Retail,"to purchase phone minutes cards (Tigo Expresso, Orange) to resell"
853726,Farming,Agriculture,"to buy cost efficient maize seeds and fertilizer for the coming harvesting season, as well as two solar lights.							"
866154,Farming,Agriculture,to hire farm workers.
1263932,Personal Housing Expenses,Housing,"to renovate a toilet by building a roof, floor, etc."
1019388,Dairy,Agriculture,"to purchase two milk cows  to be able to continue to provide for his family, both financially and nutritionally."
1310313,Retail,Retail,to buy 16 packs of high-quality fabrics.
1139254,Personal Housing Expenses,Housing,"to purchase sand, cement, bricks and equipment to build a toilet."
750616,Sewing,Services,to buy an iron and sewing machine.
1173492,Cattle,Agriculture,to buy a milk cow.
1233693,Farm Supplies,Agriculture,to buy mineral fertilizer and seeds for her farming business.
1117761,Cereals,Food,to purchase additional sacks of rice to sell.
792237,Farming,Agriculture,to purchase additional vegetable seeds and fertilizers.
893623,Clothing Sales,Clothing,to buy more inventory of clothing for sale
717994,Used Shoes,Clothing,to buy 15 pairs of men's shoes.
701157,General Store,Retail,"to purchase more food containers, rice and cooking seasonings to expand her business."
1291715,Grocery Store,Food,"to buy oil and milk, among other things."
882563,Electrical Goods,Retail,"To buy modern electric supplies such as cables and lamps, to save for his marriage"
1014477,Food Production/Sales,Food,"to buy ingredients like meat, fish, spices, pork and other utensils for her food production business."
883337,Clothing Sales,Clothing,"to invest in clothing for boys, girls, and adults; sandals and flip-flops for both sexes; and to offer better products to her customers."
1227215,Fishing,Food,to buy fishing net
811640,Farming,Agriculture,to buy fertilizer and pesticide and to pay for labor fees.
764751,Property,Housing,to pay for the maintenance of her rental apartment and capitalize her canteen business.
706447,Agriculture,Agriculture,"to buy agricultural inputs such as fertilizers, manure, seeds, herbicides, etc."
837419,General Store,Retail,"to  buy sugar, soap and cooking oil to sell."
1072020,Farming,Agriculture,to buy Gromoxone and fertilizers.
1297174,Mobile Transactions,Services,to obtain a kisok for his start-up business as a Zoona mobile money transfer agent so that he can provide financial services to his community.
951870,Cattle,Agriculture,to buy five calves and vaccines and food to feed the animals healthfully.
847989,Fishing,Food,"to buy a new boat engine, boat case and fishing nets."
909640,Agriculture,Agriculture,to make 2 coffee nurseries to improve his farm.
1332982,Home Energy,Personal Use,to buy a solar lantern.
990422,Clothing Sales,Clothing,to launch her own business selling clothes from a stall in the local market.
1037171,Pigs,Agriculture,to buy food for raising pigs and dried fish to resell.
913297,General Store,Retail,"to buy sugar, salt, soap, cooking oil, detergents, lotion, sardines, milk, noodles, water, tea, Including soft drinks and hard drinks, and other things to sell."
958315,Fruits & Vegetables,Food,to buy more boxes of assorted fruits to sell to her local market
1319452,Farming,Agriculture,to purchase coconut fertilizer .
1163818,Personal Medical Expenses,Health,to treat his child at the medical clinic.
712906,Used Clothing,Clothing,To buy second hand clothing to sell
892417,General Store,Retail,to buy more stocks of groceries to sell.
1317230,Food Market,Food,to buy bags of maize and cassava to meet consumer's demands.
